material,material_category,old_material_number,procurement_group,container_reqmts,heel_type,upper_material,lining_material,in_sole_material,assortment_group,material_description,material_group,x_plant_matl_status,description,ext_material_group,brand,characteristic_value,color_number,color_name,characteristic_value,characteristic_value,item_type,text_lab_engineering_office,condition_amount
118-15690-024,2,15690,410,US,,,,,,"118-15690, 5, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,5,1,17,PLASTIC-BRANDED,1995
118-15690-025,2,15690,410,US,,,,,,"118-15690, 6, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,6,1,17,PLASTIC-BRANDED,1995
118-15690-026,2,15690,410,US,,,,,,"118-15690, 7, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,7,1,17,PLASTIC-BRANDED,1995
118-15690-027,2,15690,410,US,,,,,,"118-15690, 8, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,8,1,17,PLASTIC-BRANDED,1995
118-15690-028,2,15690,410,US,,,,,,"118-15690, 9, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,9,1,17,PLASTIC-BRANDED,1995
118-15690-029,2,15690,410,US,,,,,,"118-15690, 10, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,10,1,17,PLASTIC-BRANDED,1995
118-15690-030,2,15690,410,US,,,,,,"118-15690, 11, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,11,1,17,PLASTIC-BRANDED,1995
118-15690-031,2,15690,410,US,,,,,,"118-15690, 12, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,12,1,17,PLASTIC-BRANDED,1995
118-15690-032,2,15690,410,US,,,,,,"118-15690, 13, BLUE/NAVY, 1",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,13,1,17,PLASTIC-BRANDED,1995
118-15690-033,2,15690,6GF,US,,,,,,"118-15690, 4, PINK, 1",M70001957,5,NOT ASSIGNED,118,CRC,P,24,PINK,4,1,17,PLASTIC-BRANDED,1995
118-15690-034,2,15690,6GF,US,,,,,,"118-15690, 5, PINK, 1",M70001957,5,NOT ASSIGNED,118,CRC,P,24,PINK,5,1,17,PLASTIC-BRANDED,1995
118-15690-035,2,15690,1,US,,,,,,"118-15690, 4, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,4,1,17,PLASTIC-BRANDED,1995
118-15690-036,2,15690,1,US,,,,,,"118-15690, 5, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,5,1,17,PLASTIC-BRANDED,1995
118-15690-037,2,15690,1,US,,,,,,"118-15690, 6, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,6,1,17,PLASTIC-BRANDED,1995
118-15690-038,2,15690,1,US,,,,,,"118-15690, 7, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,7,1,17,PLASTIC-BRANDED,1995
118-15690-039,2,15690,1,US,,,,,,"118-15690, 8, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,8,1,17,PLASTIC-BRANDED,1995
118-15690-040,2,15690,1,US,,,,,,"118-15690, 9, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,9,1,17,PLASTIC-BRANDED,1995
118-15690-041,2,15690,1,US,,,,,,"118-15690, 10, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,10,1,17,PLASTIC-BRANDED,1995
118-15690-042,2,15690,1,US,,,,,,"118-15690, 11, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,11,1,17,PLASTIC-BRANDED,1995
118-15690-043,2,15690,1,US,,,,,,"118-15690, 12, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,12,1,17,PLASTIC-BRANDED,1995
118-15690-044,2,15690,1,US,,,,,,"118-15690, 13, BLACK, 1",M70001957,5,NOT ASSIGNED,118,CRC,C,11,BLACK,13,1,17,PLASTIC-BRANDED,1995
118-15690-045,2,15690,4DP,US,,,,,,"118-15690, 4, BLUE/NAVY, 2",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,4,2,17,PLASTIC-BRANDED,1995
118-15690-046,2,15690,4DP,US,,,,,,"118-15690, 5, BLUE/NAVY, 2",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,5,2,17,PLASTIC-BRANDED,1995
118-15690-047,2,15690,4DP,US,,,,,,"118-15690, 6, BLUE/NAVY, 2",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,6,2,17,PLASTIC-BRANDED,1995
118-15690-048,2,15690,4DP,US,,,,,,"118-15690, 7, BLUE/NAVY, 2",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,7,2,17,PLASTIC-BRANDED,1995
118-15690-049,2,15690,4DP,US,,,,,,"118-15690, 8, BLUE/NAVY, 2",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,8,2,17,PLASTIC-BRANDED,1995
118-15690-050,2,15690,4DP,US,,,,,,"118-15690, 9, BLUE/NAVY, 2",M70001957,5,NOT ASSIGNED,118,CRC,DN,17,BLUE/NAVY,9,2,17,PLASTIC-BRANDED,1995
118-15690-051,2,15690,4DP,US,,,,,,"118-15690, 4, LIGHTGREEN, 1",M70001957,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,4,1,17,PLASTIC-BRANDED,1995
118-15690-052,2,15690,4DP,US,,,,,,"118-15690, 5, LIGHTGREEN, 1",M70001957,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,5,1,17,PLASTIC-BRANDED,1995
118-15690-053,2,15690,4DP,US,,,,,,"118-15690, 6, LIGHTGREEN, 1",M70001957,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,6,1,17,PLASTIC-BRANDED,1995
118-15690-054,2,15690,4DP,US,,,,,,"118-15690, 7, LIGHTGREEN, 1",M70001957,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,7,1,17,PLASTIC-BRANDED,1995
118-15690-055,2,15690,4DP,US,,,,,,"118-15690, 8, LIGHTGREEN, 1",M70001957,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,8,1,17,PLASTIC-BRANDED,1995
118-15690-056,2,15690,4DP,US,,,,,,"118-15690, 9, LIGHTGREEN, 1",M70001957,5,NOT ASSIGNED,118,CRC,LH,60,LIGHTGREEN,9,1,17,PLASTIC-BRANDED,1995
118-15907,1,15907,,US,NULL,NA,NA,,,118-15907,M70001951,,,118,CRC,,0,,,,17,PLASTIC-BRANDED,0
118-15907-001,2,15907,1,US,,,,,,"118-15907, 4, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,4,1,17,PLASTIC-BRANDED,995
118-15907-002,2,15907,1,US,,,,,,"118-15907, 5, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,5,1,17,PLASTIC-BRANDED,995
118-15907-003,2,15907,1,US,,,,,,"118-15907, 6, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,6,1,17,PLASTIC-BRANDED,995
118-15907-004,2,15907,1,US,,,,,,"118-15907, 7, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,7,1,17,PLASTIC-BRANDED,995
118-15907-005,2,15907,1,US,,,,,,"118-15907, 8, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,8,1,17,PLASTIC-BRANDED,995
118-15907-006,2,15907,1,US,,,,,,"118-15907, 9, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,9,1,17,PLASTIC-BRANDED,995
118-15907-007,2,15907,1,US,,,,,,"118-15907, 10, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,10,1,17,PLASTIC-BRANDED,995
118-15907-008,2,15907,1,US,,,,,,"118-15907, 11, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,11,1,17,PLASTIC-BRANDED,995
118-15907-009,2,15907,1,US,,,,,,"118-15907, 12, BLACK, 1",M70001951,5,NOT ASSIGNED,118,CRC,C,11,BLACK,12,1,17,PLASTIC-BRANDED,995
118-15907-010,2,15907,410,US,,,,,,"118-15907, 4, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,4,1,17,PLASTIC-BRANDED,995
118-15907-011,2,15907,410,US,,,,,,"118-15907, 5, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,5,1,17,PLASTIC-BRANDED,995
118-15907-012,2,15907,410,US,,,,,,"118-15907, 6, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,6,1,17,PLASTIC-BRANDED,995
118-15907-013,2,15907,410,US,,,,,,"118-15907, 7, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,7,1,17,PLASTIC-BRANDED,995
118-15907-014,2,15907,410,US,,,,,,"118-15907, 8, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,8,1,17,PLASTIC-BRANDED,995
118-15907-015,2,15907,410,US,,,,,,"118-15907, 9, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,9,1,17,PLASTIC-BRANDED,995
118-15907-016,2,15907,410,US,,,,,,"118-15907, 10, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,10,1,17,PLASTIC-BRANDED,995
118-15907-017,2,15907,410,US,,,,,,"118-15907, 11, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,11,1,17,PLASTIC-BRANDED,995
118-15907-018,2,15907,410,US,,,,,,"118-15907, 12, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,12,2,17,PLASTIC-BRANDED,995
118-15907-019,2,15907,410,US,,,,,,"118-15907, 13, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,13,2,17,PLASTIC-BRANDED,995
118-15907-020,2,15907,430,US,,,,,,"118-15907, 4, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,4,1,17,PLASTIC-BRANDED,1995
118-15907-021,2,15907,430,US,,,,,,"118-15907, 5, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,5,1,17,PLASTIC-BRANDED,1995
118-15907-022,2,15907,430,US,,,,,,"118-15907, 6, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,6,1,17,PLASTIC-BRANDED,1995
118-15907-023,2,15907,430,US,,,,,,"118-15907, 7, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,7,1,17,PLASTIC-BRANDED,1995
118-15907-024,2,15907,430,US,,,,,,"118-15907, 8, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,8,1,17,PLASTIC-BRANDED,1995
118-15907-025,2,15907,430,US,,,,,,"118-15907, 9, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,9,1,17,PLASTIC-BRANDED,1995
118-15907-026,2,15907,430,US,,,,,,"118-15907, 10, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,10,1,17,PLASTIC-BRANDED,1995
118-15907-027,2,15907,430,US,,,,,,"118-15907, 11, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,11,1,17,PLASTIC-BRANDED,1995
118-15907-028,2,15907,430,US,,,,,,"118-15907, 12, LIGHT BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,LD,32,LIGHT BLUE,12,1,17,PLASTIC-BRANDED,1995
118-15907-029,2,15907,267,US,,,,,,"118-15907, 4, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,4,1,17,PLASTIC-BRANDED,995
118-15907-030,2,15907,267,US,,,,,,"118-15907, 5, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,5,1,17,PLASTIC-BRANDED,995
118-15907-031,2,15907,267,US,,,,,,"118-15907, 6, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,6,1,17,PLASTIC-BRANDED,995
118-15907-032,2,15907,267,US,,,,,,"118-15907, 7, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,7,1,17,PLASTIC-BRANDED,995
118-15907-033,2,15907,267,US,,,,,,"118-15907, 8, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,8,1,17,PLASTIC-BRANDED,995
118-15907-034,2,15907,267,US,,,,,,"118-15907, 9, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,9,1,17,PLASTIC-BRANDED,995
118-15907-035,2,15907,267,US,,,,,,"118-15907, 10, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,10,1,17,PLASTIC-BRANDED,995
118-15907-036,2,15907,267,US,,,,,,"118-15907, 11, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,11,1,17,PLASTIC-BRANDED,995
118-15907-037,2,15907,267,US,,,,,,"118-15907, 12, KHAKI, 1",M70001951,5,NOT ASSIGNED,118,CRC,KHK,62,KHAKI,12,1,17,PLASTIC-BRANDED,995
118-15907-038,2,15907,100,US,,,,,,"118-15907, 10, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,10,1,17,PLASTIC-BRANDED,995
118-15907-039,2,15907,100,US,,,,,,"118-15907, 11, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,11,1,17,PLASTIC-BRANDED,995
118-15907-040,2,15907,100,US,,,,,,"118-15907, 12, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,12,1,17,PLASTIC-BRANDED,995
118-15907-041,2,15907,100,US,,,,,,"118-15907, 13, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,13,1,17,PLASTIC-BRANDED,995
118-15907-042,2,15907,100,US,,,,,,"118-15907, 4, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,4,1,17,PLASTIC-BRANDED,995
118-15907-043,2,15907,100,US,,,,,,"118-15907, 5, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,5,1,17,PLASTIC-BRANDED,995
118-15907-044,2,15907,100,US,,,,,,"118-15907, 6, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,6,1,17,PLASTIC-BRANDED,995
118-15907-045,2,15907,100,US,,,,,,"118-15907, 7, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,7,1,17,PLASTIC-BRANDED,995
118-15907-046,2,15907,100,US,,,,,,"118-15907, 8, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,8,1,17,PLASTIC-BRANDED,995
118-15907-047,2,15907,100,US,,,,,,"118-15907, 9, WHITE, 1",M70001951,5,NOT ASSIGNED,118,CRC,A,16,WHITE,9,1,17,PLASTIC-BRANDED,995
118-15907-048,2,15907,456,US,,,,,,"118-15907, 10, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,10,2,17,PLASTIC-BRANDED,995
118-15907-049,2,15907,456,US,,,,,,"118-15907, 11, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,11,2,17,PLASTIC-BRANDED,995
118-15907-050,2,15907,456,US,,,,,,"118-15907, 12, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,12,1,17,PLASTIC-BRANDED,995
118-15907-051,2,15907,456,US,,,,,,"118-15907, 13, BLUE, 1",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,13,1,17,PLASTIC-BRANDED,995
118-15907-052,2,15907,456,US,,,,,,"118-15907, 4, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,4,2,17,PLASTIC-BRANDED,995
118-15907-053,2,15907,456,US,,,,,,"118-15907, 5, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,5,2,17,PLASTIC-BRANDED,995
118-15907-054,2,15907,456,US,,,,,,"118-15907, 6, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,6,2,17,PLASTIC-BRANDED,995
118-15907-055,2,15907,456,US,,,,,,"118-15907, 7, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,7,2,17,PLASTIC-BRANDED,995
118-15907-056,2,15907,456,US,,,,,,"118-15907, 8, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,8,2,17,PLASTIC-BRANDED,995
118-15907-057,2,15907,456,US,,,,,,"118-15907, 9, BLUE, 2",M70001951,5,NOT ASSIGNED,118,CRC,D,45,BLUE,9,2,17,PLASTIC-BRANDED,995
118-15963,1,15963,,LT,NULL,NA,NA,,,118-15963,M70001928,,,118,CRC,,0,,,,17,PLASTIC-BRANDED,0
118-15963-001,2,15963,395,LT,,,,,,"118-15963, 4, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,4,1,17,PLASTIC-BRANDED,1495
118-15963-002,2,15963,395,LT,,,,,,"118-15963, 5, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,5,1,17,PLASTIC-BRANDED,1495
118-15963-003,2,15963,395,LT,,,,,,"118-15963, 6, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,6,1,17,PLASTIC-BRANDED,1495
118-15963-004,2,15963,395,LT,,,,,,"118-15963, 7, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,7,1,17,PLASTIC-BRANDED,1495
118-15963-005,2,15963,395,LT,,,,,,"118-15963, 8, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,8,1,17,PLASTIC-BRANDED,1495
118-15963-006,2,15963,4I7,LT,,,,,,"118-15963, 4, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,4,1,17,PLASTIC-BRANDED,1495
118-15963-007,2,15963,4I7,LT,,,,,,"118-15963, 5, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,5,1,17,PLASTIC-BRANDED,1495
118-15963-008,2,15963,4I7,LT,,,,,,"118-15963, 6, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,6,1,17,PLASTIC-BRANDED,1495
118-15963-009,2,15963,4I7,LT,,,,,,"118-15963, 7, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,7,1,17,PLASTIC-BRANDED,1495
118-15963-010,2,15963,4I7,LT,,,,,,"118-15963, 8, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,8,1,17,PLASTIC-BRANDED,1495
118-15963-011,2,15963,610,LT,,,,,,"118-15963, 4, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,4,1,17,PLASTIC-BRANDED,1495
118-15963-012,2,15963,610,LT,,,,,,"118-15963, 5, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,5,1,17,PLASTIC-BRANDED,1495
118-15963-013,2,15963,610,LT,,,,,,"118-15963, 6, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,6,1,17,PLASTIC-BRANDED,1495
118-15963-014,2,15963,610,LT,,,,,,"118-15963, 7, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,7,1,17,PLASTIC-BRANDED,1495
118-15963-015,2,15963,610,LT,,,,,,"118-15963, 8, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,8,1,17,PLASTIC-BRANDED,1495
118-15963-016,2,15963,670,LT,,,,,,"118-15963, 4, RANI PINK, 1",M70001928,5,NOT ASSIGNED,118,CRC,RP,48,RANI PINK,4,1,17,PLASTIC-BRANDED,1495
118-15963-017,2,15963,670,LT,,,,,,"118-15963, 5, RANI PINK, 1",M70001928,5,NOT ASSIGNED,118,CRC,RP,48,RANI PINK,5,1,17,PLASTIC-BRANDED,1495
118-15963-018,2,15963,670,LT,,,,,,"118-15963, 6, RANI PINK, 1",M70001928,5,NOT ASSIGNED,118,CRC,RP,48,RANI PINK,6,1,17,PLASTIC-BRANDED,1495
118-15963-019,2,15963,670,LT,,,,,,"118-15963, 7, RANI PINK, 1",M70001928,5,NOT ASSIGNED,118,CRC,RP,48,RANI PINK,7,1,17,PLASTIC-BRANDED,1495
118-15963-020,2,15963,670,LT,,,,,,"118-15963, 8, RANI PINK, 1",M70001928,5,NOT ASSIGNED,118,CRC,RP,48,RANI PINK,8,1,17,PLASTIC-BRANDED,1495
118-15963-021,2,15963,610,LT,,,,,,"118-15963, 7, RED, 2",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,7,2,17,PLASTIC-BRANDED,1495
118-15963-022,2,15963,610,LT,,,,,,"118-15963, 8, RED, 2",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,8,2,17,PLASTIC-BRANDED,1495
118-15963-023,2,15963,610,LT,,,,,,"118-15963, 9, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,9,1,17,PLASTIC-BRANDED,1495
118-15963-024,2,15963,610,LT,,,,,,"118-15963, 10, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,10,1,17,PLASTIC-BRANDED,1495
118-15963-025,2,15963,610,LT,,,,,,"118-15963, 11, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,11,1,17,PLASTIC-BRANDED,1495
118-15963-026,2,15963,610,LT,,,,,,"118-15963, 12, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,12,1,17,PLASTIC-BRANDED,1495
118-15963-027,2,15963,610,LT,,,,,,"118-15963, 13, RED, 1",M70001928,5,NOT ASSIGNED,118,CRC,E,18,RED,13,1,17,PLASTIC-BRANDED,1495
118-15963-028,2,15963,4I7,LT,,,,,,"118-15963, 7, BLUE, 2",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,7,2,17,PLASTIC-BRANDED,1495
118-15963-029,2,15963,4I7,LT,,,,,,"118-15963, 8, BLUE, 2",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,8,2,17,PLASTIC-BRANDED,1495
118-15963-030,2,15963,4I7,LT,,,,,,"118-15963, 9, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,9,1,17,PLASTIC-BRANDED,1495
118-15963-031,2,15963,4I7,LT,,,,,,"118-15963, 10, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,10,1,17,PLASTIC-BRANDED,1495
118-15963-032,2,15963,4I7,LT,,,,,,"118-15963, 11, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,11,1,17,PLASTIC-BRANDED,1495
118-15963-033,2,15963,4I7,LT,,,,,,"118-15963, 12, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,12,1,17,PLASTIC-BRANDED,1495
118-15963-034,2,15963,4I7,LT,,,,,,"118-15963, 13, BLUE, 1",M70001928,5,NOT ASSIGNED,118,CRC,D,45,BLUE,13,1,17,PLASTIC-BRANDED,1495
118-15963-035,2,15963,395,LT,,,,,,"118-15963, 7, GREEN, 2",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,7,2,17,PLASTIC-BRANDED,1495
118-15963-036,2,15963,395,LT,,,,,,"118-15963, 8, GREEN, 2",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,8,2,17,PLASTIC-BRANDED,1495
118-15963-037,2,15963,395,LT,,,,,,"118-15963, 9, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,9,1,17,PLASTIC-BRANDED,1495
118-15963-038,2,15963,395,LT,,,,,,"118-15963, 10, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,10,1,17,PLASTIC-BRANDED,1495
118-15963-039,2,15963,395,LT,,,,,,"118-15963, 11, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,11,1,17,PLASTIC-BRANDED,1495
118-15963-040,2,15963,395,LT,,,,,,"118-15963, 12, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,12,1,17,PLASTIC-BRANDED,1495
118-15963-041,2,15963,395,LT,,,,,,"118-15963, 13, GREEN, 1",M70001928,5,NOT ASSIGNED,118,CRC,H,21,GREEN,13,1,17,PLASTIC-BRANDED,1495
118-15963-042,2,15963,670,LT,,,,,,"118-15963, 7, RANI PINK, 2",M70001928,5,NOT ASSIGNED,118,CRC,RP,48,RANI PINK,7,2,17,PLASTIC-BRANDED,1495
118-15963-043,2,15963,670,LT,,,,,,"118-15963, 8, RANI PINK, 2",M70001928,5,NOT ASSIGNED,118,CRC,RP,48,RANI PINK,8,2,17,PLASTIC-BRANDED,1495
118-15963-044,2,15963,670,LT,,,,,,"118-15963, 9, RANI PINK, 1",M70001928,5,NOT ASSIGNED,118,CRC,RP,48,RANI PINK,9,1,17,PLASTIC-BRANDED,1495
118-15963-045,2,15963,1,LT,,,,,,"118-15963, 2, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,2,1,17,PLASTIC-BRANDED,1495
118-15963-046,2,15963,1,LT,,,,,,"118-15963, 3, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,3,1,17,PLASTIC-BRANDED,1495
118-15963-047,2,15963,1,LT,,,,,,"118-15963, 4, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,4,1,17,PLASTIC-BRANDED,1495
118-15963-048,2,15963,1,LT,,,,,,"118-15963, 5, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,5,1,17,PLASTIC-BRANDED,1495
118-15963-049,2,15963,1,LT,,,,,,"118-15963, 6, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,6,1,17,PLASTIC-BRANDED,1495
118-15963-050,2,15963,1,LT,,,,,,"118-15963, 7, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,7,1,17,PLASTIC-BRANDED,1495
118-15963-051,2,15963,1,LT,,,,,,"118-15963, 8, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,8,1,17,PLASTIC-BRANDED,1495
118-15963-052,2,15963,1,LT,,,,,,"118-15963, 9, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,9,1,17,PLASTIC-BRANDED,1495
118-15963-053,2,15963,1,LT,,,,,,"118-15963, 10, BLACK, 1",M70001928,5,NOT ASSIGNED,118,CRC,C,11,BLACK,10,1,17,PLASTIC-BRANDED,1495
